W R
570.335 0.070528
570.738 0.0705304
571.141 0.0705329
571.544 0.0705353
571.947 0.0705378
572.35 0.0705402
572.753 0.0705426
573.156 0.0705451
573.559 0.0705475
573.962 0.0705499
574.365 0.0705524
574.768 0.0705548
575.171 0.0705573
575.574 0.0705597
575.977 0.0705621
576.38 0.0705646
576.784 0.070567
577.187 0.0705695
577.59 0.0705719
577.993 0.0705743
578.396 0.0705768
578.799 0.0705792
579.202 0.0705817
579.605 0.0705841
580.008 0.0705866
580.411 0.070589
580.814 0.0705915
581.217 0.0705939
581.62 0.0705964
582.023 0.0705988
582.426 0.0706013
582.83 0.0706037
583.233 0.0706062
583.636 0.0706087
584.039 0.0706111
584.442 0.0706136
584.845 0.070616
585.248 0.0706185
585.651 0.070621
586.054 0.0706234
586.457 0.0706259
586.86 0.0706284
587.263 0.0706309
587.666 0.0706333
588.069 0.0706358
588.472 0.0706383
588.875 0.0706408
589.279 0.0706433
589.682 0.0706457
590.085 0.0706482
590.488 0.0706507
590.891 0.0706532
591.294 0.0706557
591.697 0.0706582
592.1 0.0706607
592.503 0.0706632
592.906 0.0706657
593.309 0.0706682
593.712 0.0706707
594.115 0.0706732
594.518 0.0706757
594.921 0.0706782
595.324 0.0706807
595.728 0.0706833
596.131 0.0706858
596.534 0.0706883
596.937 0.0706908
597.34 0.0706934
597.743 0.0706959
598.146 0.0706984
598.549 0.070701
598.952 0.0707035
599.355 0.070706
599.758 0.0707086
600.161 0.0707111
600.564 0.0707137
600.967 0.0707162
601.37 0.0707188
601.773 0.0707213
602.177 0.0707239
602.58 0.0707265
602.983 0.070729
603.386 0.0707316
603.789 0.0707342
604.192 0.0707368
604.595 0.0707393
604.998 0.0707419
605.401 0.0707445
605.804 0.0707471
606.207 0.0707497
606.61 0.0707523
607.013 0.0707549
607.416 0.0707575
607.819 0.0707601
608.222 0.0707627
608.626 0.0707654
609.029 0.070768
609.432 0.0707706
609.835 0.0707732
610.238 0.0707759
610.641 0.0707785
611.044 0.0707811
611.447 0.0707838
611.85 0.0707864
612.253 0.0707891
612.656 0.0707917
613.059 0.0707944
613.462 0.0707971
613.865 0.0707997
614.268 0.0708024
614.672 0.0708051
615.075 0.0708078
615.478 0.0708104
615.881 0.0708131
616.284 0.0708158
616.687 0.0708185
617.09 0.0708212
617.493 0.0708239
617.896 0.0708266
618.299 0.0708294
618.702 0.0708321
619.105 0.0708348
619.508 0.0708375
619.911 0.0708403
620.314 0.070843
620.717 0.0708458
621.121 0.0708485
621.524 0.0708513
621.927 0.070854
622.33 0.0708568
622.733 0.0708595
623.136 0.0708623
623.539 0.0708651
623.942 0.0708679
624.345 0.0708707
624.748 0.0708735
625.151 0.0708763
625.554 0.0708791
625.957 0.0708819
626.36 0.0708847
626.763 0.0708875
627.166 0.0708903
627.57 0.0708932
627.973 0.070896
628.376 0.0708989
628.779 0.0709017
629.182 0.0709046
629.585 0.0709074
629.988 0.0709103
630.391 0.0709132
630.794 0.070916
631.197 0.0709189
631.6 0.0709218
632.003 0.0709247
632.406 0.0709276
632.809 0.0709305
633.212 0.0709334
633.615 0.0709363
634.019 0.0709392
634.422 0.0709422
634.825 0.0709451
635.228 0.070948
635.631 0.070951
636.034 0.0709539
636.437 0.0709569
636.84 0.0709599
637.243 0.0709628
637.646 0.0709658
638.049 0.0709688
638.452 0.0709718
638.855 0.0709748
639.258 0.0709778
639.661 0.0709808
640.064 0.0709838
640.468 0.0709868
640.871 0.0709899
641.274 0.0709929
641.677 0.0709959
642.08 0.070999
642.483 0.0710021
642.886 0.0710051
643.289 0.0710082
643.692 0.0710113
644.095 0.0710143
644.498 0.0710174
644.901 0.0710205
645.304 0.0710236
645.707 0.0710267
646.11 0.0710299
646.514 0.071033
646.917 0.0710361
647.32 0.0710392
647.723 0.0710424
648.126 0.0710455
648.529 0.0710487
648.932 0.0710519
649.335 0.071055
649.738 0.0710582
650.141 0.0710614
650.544 0.0710646
650.947 0.0710678
651.35 0.071071
651.753 0.0710742
652.156 0.0710775
652.559 0.0710807
652.963 0.0710839
653.366 0.0710872
653.769 0.0710904
654.172 0.0710937
654.575 0.071097
654.978 0.0711002
655.381 0.0711035
655.784 0.0711068
656.187 0.0711101
656.59 0.0711134
656.993 0.0711168
657.396 0.0711201
657.799 0.0711234
658.202 0.0711267
658.605 0.0711301
659.008 0.0711335
659.412 0.0711368
659.815 0.0711402
660.218 0.0711436
660.621 0.071147
661.024 0.0711504
661.427 0.0711538
661.83 0.0711572
662.233 0.0711606
662.636 0.071164
663.039 0.0711675
663.442 0.0711709
663.845 0.0711744
664.248 0.0711778
664.651 0.0711813
665.054 0.0711848
665.457 0.0711883
665.861 0.0711918
666.264 0.0711953
666.667 0.0711988
667.07 0.0712023
667.473 0.0712058
667.876 0.0712094
668.279 0.0712129
668.682 0.0712165
669.085 0.07122
669.488 0.0712236
669.891 0.0712272
670.294 0.0712308
670.697 0.0712344
671.1 0.071238
671.503 0.0712416
671.906 0.0712452
672.31 0.0712489
672.713 0.0712525
673.116 0.0712562
673.519 0.0712598
673.922 0.0712635
674.325 0.0712672
674.728 0.0712709
675.131 0.0712746
675.534 0.0712783
675.937 0.071282
676.34 0.0712857
676.743 0.0712895
677.146 0.0712932
677.549 0.071297
677.952 0.0713007
678.356 0.0713045
678.759 0.0713083
679.162 0.0713121
679.565 0.0713159
679.968 0.0713197
680.371 0.0713235
680.774 0.0713273
681.177 0.0713312
681.58 0.071335
681.983 0.0713389
682.386 0.0713427
682.789 0.0713466
683.192 0.0713505
683.595 0.0713544
683.998 0.0713583
684.401 0.0713622
684.805 0.0713661
685.208 0.0713701
685.611 0.071374
686.014 0.071378
686.417 0.0713819
686.82 0.0713859
687.223 0.0713899
687.626 0.0713939
688.029 0.0713979
688.432 0.0714019
688.835 0.0714059
689.238 0.07141
689.641 0.071414
690.044 0.0714181
690.447 0.0714221
690.85 0.0714262
691.254 0.0714303
691.657 0.0714344
692.06 0.0714385
692.463 0.0714426
692.866 0.0714467
693.269 0.0714509
693.672 0.071455
694.075 0.0714592
694.478 0.0714633
694.881 0.0714675
695.284 0.0714717
695.687 0.0714759
696.09 0.0714801
696.493 0.0714843
696.896 0.0714886
697.299 0.0714928
697.703 0.071497
698.106 0.0715013
698.509 0.0715056
698.912 0.0715099
699.315 0.0715142
699.718 0.0715185
700.121 0.0715228
700.524 0.0715271
700.927 0.0715314
701.33 0.0715358
701.733 0.0715401
702.136 0.0715445
702.539 0.0715489
702.942 0.0715533
703.345 0.0715577
703.748 0.0715621
704.152 0.0715665
704.555 0.0715709
704.958 0.0715754
705.361 0.0715798
705.764 0.0715843
706.167 0.0715888
706.57 0.0715932
706.973 0.0715977
707.376 0.0716022
707.779 0.0716068
708.182 0.0716113
708.585 0.0716158
708.988 0.0716204
709.391 0.0716249
709.794 0.0716295
710.198 0.0716341
710.601 0.0716387
711.004 0.0716433
711.407 0.0716479
711.81 0.0716526
712.213 0.0716572
712.616 0.0716619
713.019 0.0716665
713.422 0.0716712
713.825 0.0716759
714.228 0.0716806
714.631 0.0716853
715.034 0.07169
715.437 0.0716947
715.84 0.0716995
716.243 0.0717042
716.647 0.071709
717.05 0.0717138
717.453 0.0717186
717.856 0.0717234
718.259 0.0717282
718.662 0.071733
719.065 0.0717378
719.468 0.0717427
719.871 0.0717475
720.274 0.0717524
720.677 0.0717573
721.08 0.0717622
721.483 0.0717671
721.886 0.071772
722.289 0.0717769
722.692 0.0717819
723.096 0.0717868
723.499 0.0717918
723.902 0.0717968
724.305 0.0718017
724.708 0.0718067
725.111 0.0718118
725.514 0.0718168
725.917 0.0718218
726.32 0.0718269
726.723 0.0718319
727.126 0.071837
727.529 0.0718421
727.932 0.0718471
728.335 0.0718523
728.738 0.0718574
729.141 0.0718625
729.545 0.0718676
729.948 0.0718728
730.351 0.071878
730.754 0.0718831
731.157 0.0718883
731.56 0.0718935
731.963 0.0718987
732.366 0.0719039
732.769 0.0719092
733.172 0.0719144
733.575 0.0719197
733.978 0.071925
734.381 0.0719302
734.784 0.0719355
735.187 0.0719409
735.59 0.0719462
735.994 0.0719515
736.397 0.0719568
736.8 0.0719622
737.203 0.0719676
737.606 0.071973
738.009 0.0719783
738.412 0.0719838
738.815 0.0719892
739.218 0.0719946
739.621 0.072
740.024 0.0720055
740.427 0.072011
740.83 0.0720164
741.233 0.0720219
741.636 0.0720274
742.04 0.072033
742.443 0.0720385
742.846 0.072044
743.249 0.0720496
743.652 0.0720551
744.055 0.0720607
744.458 0.0720663
744.861 0.0720719
745.264 0.0720775
745.667 0.0720832
746.07 0.0720888
746.473 0.0720944
746.876 0.0721001
747.279 0.0721058
747.682 0.0721115
748.085 0.0721172
748.489 0.0721229
748.892 0.0721286
749.295 0.0721344
749.698 0.0721401
750.101 0.0721459
750.504 0.0721516
750.907 0.0721574
751.31 0.0721632
751.713 0.0721691
752.116 0.0721749
752.519 0.0721807
752.922 0.0721866
753.325 0.0721924
753.728 0.0721983
754.131 0.0722042
754.534 0.0722101
754.938 0.072216
755.341 0.0722219
755.744 0.0722279
756.147 0.0722338
756.55 0.0722398
756.953 0.0722458
757.356 0.0722518
757.759 0.0722578
758.162 0.0722638
758.565 0.0722698
758.968 0.0722759
759.371 0.0722819
759.774 0.072288
760.177 0.0722941
760.58 0.0723002
760.983 0.0723063
761.387 0.0723124
761.79 0.0723185
762.193 0.0723247
762.596 0.0723308
762.999 0.072337
763.402 0.0723432
763.805 0.0723494
764.208 0.0723556
764.611 0.0723618
765.014 0.072368
765.417 0.0723743
765.82 0.0723805
766.223 0.0723868
766.626 0.0723931
767.029 0.0723994
767.432 0.0724057
767.836 0.072412
768.239 0.0724184
768.642 0.0724247
769.045 0.0724311
769.448 0.0724374
769.851 0.0724438
770.254 0.0724502
770.657 0.0724566
771.06 0.0724631
771.463 0.0724695
771.866 0.072476
772.269 0.0724824
772.672 0.0724889
773.075 0.0724954
773.478 0.0725019
773.881 0.0725084
774.285 0.0725149
774.688 0.0725215
775.091 0.072528
775.494 0.0725346
775.897 0.0725412
776.3 0.0725478
776.703 0.0725544
777.106 0.072561
777.509 0.0725676
777.912 0.0725743
778.315 0.0725809
778.718 0.0725876
779.121 0.0725943
779.524 0.072601
779.927 0.0726077
780.331 0.0726144
780.734 0.0726212
781.137 0.0726279
781.54 0.0726347
781.943 0.0726414
782.346 0.0726482
782.749 0.072655
783.152 0.0726618
783.555 0.0726687
783.958 0.0726755
784.361 0.0726824
784.764 0.0726892
785.167 0.0726961
785.57 0.072703
785.973 0.0727099
786.376 0.0727168
786.78 0.0727237
787.183 0.0727307
787.586 0.0727376
787.989 0.0727446
788.392 0.0727516
788.795 0.0727586
789.198 0.0727656
789.601 0.0727726
790.004 0.0727797
790.407 0.0727867
790.81 0.0727938
791.213 0.0728008
791.616 0.0728079
792.019 0.072815
792.422 0.0728221
792.825 0.0728293
793.229 0.0728364
793.632 0.0728436
794.035 0.0728507
794.438 0.0728579
794.841 0.0728651
795.244 0.0728723
795.647 0.0728795
796.05 0.0728867
796.453 0.072894
796.856 0.0729012
797.259 0.0729085
797.662 0.0729158
798.065 0.0729231
798.468 0.0729304
798.871 0.0729377
799.274 0.072945
799.678 0.0729524
800.081 0.0729597
800.484 0.0729671
800.887 0.0729745
801.29 0.0729819
801.693 0.0729893
802.096 0.0729967
802.499 0.0730042
802.902 0.0730116
803.305 0.0730191
803.708 0.0730266
804.111 0.073034
804.514 0.0730415
804.917 0.0730491
805.32 0.0730566
805.723 0.0730641
806.127 0.0730717
806.53 0.0730793
806.933 0.0730868
807.336 0.0730944
807.739 0.073102
808.142 0.0731096
808.545 0.0731173
808.948 0.0731249
809.351 0.0731326
809.754 0.0731402
810.157 0.0731479
810.56 0.0731556
810.963 0.0731633
811.366 0.0731711
811.769 0.0731788
812.173 0.0731865
812.576 0.0731943
812.979 0.0732021
813.382 0.0732099
813.785 0.0732177
814.188 0.0732255
814.591 0.0732333
814.994 0.0732411
815.397 0.073249
815.8 0.0732568
816.203 0.0732647
816.606 0.0732726
817.009 0.0732805
817.412 0.0732884
817.815 0.0732964
818.218 0.0733043
818.622 0.0733123
819.025 0.0733202
819.428 0.0733282
819.831 0.0733362
820.234 0.0733442
820.637 0.0733522
821.04 0.0733602
821.443 0.0733683
821.846 0.0733763
822.249 0.0733844
822.652 0.0733925
823.055 0.0734006
823.458 0.0734087
823.861 0.0734168
824.264 0.0734249
824.667 0.0734331
825.071 0.0734413
825.474 0.0734494
825.877 0.0734576
826.28 0.0734658
826.683 0.073474
827.086 0.0734822
827.489 0.0734905
827.892 0.0734987
828.295 0.073507
828.698 0.0735152
829.101 0.0735235
829.504 0.0735318
829.907 0.0735401
830.31 0.0735485
830.713 0.0735568
831.116 0.0735651
831.52 0.0735735
831.923 0.0735819
832.326 0.0735903
832.729 0.0735987
833.132 0.0736071
833.535 0.0736155
833.938 0.0736239
834.341 0.0736324
834.744 0.0736409
835.147 0.0736493
835.55 0.0736578
835.953 0.0736663
836.356 0.0736748
836.759 0.0736834
837.162 0.0736919
837.565 0.0737004
837.969 0.073709
838.372 0.0737176
838.775 0.0737262
839.178 0.0737348
839.581 0.0737434
839.984 0.073752
840.387 0.0737606
840.79 0.0737693
841.193 0.073778
841.596 0.0737866
841.999 0.0737953
842.402 0.073804
842.805 0.0738127
843.208 0.0738215
843.611 0.0738302
844.015 0.073839
844.418 0.0738477
844.821 0.0738565
845.224 0.0738653
845.627 0.0738741
846.03 0.0738829
846.433 0.0738917
846.836 0.0739005
847.239 0.0739094
847.642 0.0739183
848.045 0.0739271
848.448 0.073936
848.851 0.0739449
849.254 0.0739538
849.657 0.0739628
850.06 0.0739717
850.464 0.0739806
850.867 0.0739896
851.27 0.0739986
851.673 0.0740075
852.076 0.0740165
852.479 0.0740256
852.882 0.0740346
853.285 0.0740436
853.688 0.0740527
854.091 0.0740617
854.494 0.0740708
854.897 0.0740799
855.3 0.074089
855.703 0.0740981
856.106 0.0741072
856.509 0.0741163
856.913 0.0741255
857.316 0.0741346
857.719 0.0741438
858.122 0.074153
858.525 0.0741621
858.928 0.0741713
859.331 0.0741806
859.734 0.0741898
860.137 0.074199
860.54 0.0742083
860.943 0.0742175
861.346 0.0742268
861.749 0.0742361
862.152 0.0742454
862.555 0.0742547
862.958 0.074264
863.362 0.0742734
863.765 0.0742827
864.168 0.0742921
864.571 0.0743015
864.974 0.0743108
865.377 0.0743202
865.78 0.0743296
866.183 0.0743391
866.586 0.0743485
866.989 0.0743579
867.392 0.0743674
867.795 0.0743768
868.198 0.0743863
868.601 0.0743958
869.004 0.0744053
869.407 0.0744148
869.811 0.0744244
870.214 0.0744339
870.617 0.0744434
871.02 0.074453
871.423 0.0744626
871.826 0.0744722
872.229 0.0744818
872.632 0.0744914
873.035 0.074501
873.438 0.0745106
873.841 0.0745202
874.244 0.0745299
874.647 0.0745396
875.05 0.0745492
875.453 0.0745589
875.857 0.0745686
876.26 0.0745783
876.663 0.0745881
877.066 0.0745978
877.469 0.0746075
877.872 0.0746173
878.275 0.0746271
878.678 0.0746369
879.081 0.0746466
879.484 0.0746565
879.887 0.0746663
880.29 0.0746761
880.693 0.0746859
881.096 0.0746958
881.499 0.0747056
881.902 0.0747155
882.306 0.0747254
882.709 0.0747353
883.112 0.0747452
883.515 0.0747551
883.918 0.074765
884.321 0.074775
884.724 0.0747849
885.127 0.0747949
885.53 0.0748049
885.933 0.0748149
886.336 0.0748249
886.739 0.0748349
887.142 0.0748449
887.545 0.0748549
887.948 0.074865
888.351 0.074875
888.755 0.0748851
889.158 0.0748952
889.561 0.0749052
889.964 0.0749153
890.367 0.0749255
890.77 0.0749356
891.173 0.0749457
891.576 0.0749558
891.979 0.074966
892.382 0.0749762
892.785 0.0749863
893.188 0.0749965
893.591 0.0750067
893.994 0.0750169
894.397 0.0750272
894.8 0.0750374
895.204 0.0750476
895.607 0.0750579
896.01 0.0750681
896.413 0.0750784
896.816 0.0750887
897.219 0.075099
897.622 0.0751093
898.025 0.0751196
898.428 0.07513
898.831 0.0751403
899.234 0.0751506
899.637 0.075161
900.04 0.0751714
900.443 0.0751818
900.846 0.0751922
901.249 0.0752026
901.653 0.075213
902.056 0.0752234
902.459 0.0752338
902.862 0.0752443
903.265 0.0752547
903.668 0.0752652
904.071 0.0752757
904.474 0.0752862
904.877 0.0752967
905.28 0.0753072
905.683 0.0753177
906.086 0.0753282
906.489 0.0753388
906.892 0.0753493
907.295 0.0753599
907.699 0.0753705
908.102 0.0753811
908.505 0.0753917
908.908 0.0754023
909.311 0.0754129
909.714 0.0754235
910.117 0.0754342
910.52 0.0754448
910.923 0.0754555
911.326 0.0754661
911.729 0.0754768
912.132 0.0754875
912.535 0.0754982
912.938 0.0755089
913.341 0.0755196
913.744 0.0755304
914.148 0.0755411
914.551 0.0755519
914.954 0.0755626
915.357 0.0755734
915.76 0.0755842
916.163 0.075595
916.566 0.0756058
916.969 0.0756166
917.372 0.0756274
917.775 0.0756382
918.178 0.0756491
918.581 0.0756599
918.984 0.0756708
919.387 0.0756817
919.79 0.0756926
920.193 0.0757035
920.597 0.0757144
921 0.0757253
921.403 0.0757362
921.806 0.0757471
922.209 0.0757581
922.612 0.075769
923.015 0.07578
923.418 0.075791
923.821 0.075802
924.224 0.0758129
924.627 0.075824
925.03 0.075835
925.433 0.075846
925.836 0.075857
926.239 0.0758681
926.642 0.0758791
927.046 0.0758902
927.449 0.0759013
927.852 0.0759123
928.255 0.0759234
928.658 0.0759345
929.061 0.0759456
929.464 0.0759568
929.867 0.0759679
930.27 0.075979
930.673 0.0759902
931.076 0.0760014
931.479 0.0760125
931.882 0.0760237
932.285 0.0760349
932.688 0.0760461
933.091 0.0760573
933.495 0.0760685
933.898 0.0760797
934.301 0.076091
934.704 0.0761022
935.107 0.0761135
935.51 0.0761248
935.913 0.076136
936.316 0.0761473
936.719 0.0761586
937.122 0.0761699
937.525 0.0761812
937.928 0.0761925
938.331 0.0762039
938.734 0.0762152
939.137 0.0762266
939.541 0.0762379
939.944 0.0762493
940.347 0.0762607
940.75 0.0762721
941.153 0.0762835
941.556 0.0762949
941.959 0.0763063
942.362 0.0763177
942.765 0.0763291
943.168 0.0763406
943.571 0.076352
943.974 0.0763635
944.377 0.076375
944.78 0.0763864
945.183 0.0763979
945.586 0.0764094
945.99 0.0764209
946.393 0.0764325
946.796 0.076444
947.199 0.0764555
947.602 0.0764671
948.005 0.0764786
948.408 0.0764902
948.811 0.0765017
949.214 0.0765133
949.617 0.0765249
950.02 0.0765365
950.423 0.0765481
950.826 0.0765597
951.229 0.0765713
951.632 0.076583
952.035 0.0765946
952.439 0.0766063
952.842 0.0766179
953.245 0.0766296
953.648 0.0766413
954.051 0.076653
954.454 0.0766646
954.857 0.0766764
955.26 0.0766881
955.663 0.0766998
956.066 0.0767115
956.469 0.0767232
956.872 0.076735
957.275 0.0767467
957.678 0.0767585
958.081 0.0767703
958.484 0.0767821
958.888 0.0767938
959.291 0.0768056
959.694 0.0768175
960.097 0.0768293
960.5 0.0768411
960.903 0.0768529
961.306 0.0768648
961.709 0.0768766
962.112 0.0768885
962.515 0.0769003
962.918 0.0769122
963.321 0.0769241
963.724 0.076936
964.127 0.0769479
964.53 0.0769598
964.933 0.0769717
965.337 0.0769836
965.74 0.0769955
966.143 0.0770075
966.546 0.0770194
966.949 0.0770314
967.352 0.0770434
967.755 0.0770553
968.158 0.0770673
968.561 0.0770793
968.964 0.0770913
969.367 0.0771033
969.77 0.0771153
970.173 0.0771273
970.576 0.0771394
970.979 0.0771514
971.383 0.0771634
971.786 0.0771755
972.189 0.0771876
972.592 0.0771996
972.995 0.0772117
973.398 0.0772238
973.801 0.0772359
974.204 0.077248
974.607 0.0772601
975.01 0.0772722
975.413 0.0772843
975.816 0.0772965
976.219 0.0773086
976.622 0.0773208
977.025 0.0773329
977.428 0.0773451
977.832 0.0773572
978.235 0.0773694
978.638 0.0773816
979.041 0.0773938
979.444 0.077406
979.847 0.0774182
980.25 0.0774304
980.653 0.0774427
981.056 0.0774549
981.459 0.0774671
981.862 0.0774794
982.265 0.0774916
982.668 0.0775039
983.071 0.0775162
983.474 0.0775285
983.877 0.0775407
984.281 0.077553
984.684 0.0775653
985.087 0.0775777
985.49 0.07759
985.893 0.0776023
986.296 0.0776146
986.699 0.077627
987.102 0.0776393
987.505 0.0776517
987.908 0.077664
988.311 0.0776764
988.714 0.0776888
989.117 0.0777011
989.52 0.0777135
989.923 0.0777259
990.326 0.0777383
990.73 0.0777508
991.133 0.0777632
991.536 0.0777756
991.939 0.077788
992.342 0.0778005
992.745 0.0778129
993.148 0.0778254
993.551 0.0778378
993.954 0.0778503
994.357 0.0778628
994.76 0.0778753
995.163 0.0778878
995.566 0.0779003
995.969 0.0779128
996.372 0.0779253
996.775 0.0779378
997.179 0.0779503
997.582 0.0779628
997.985 0.0779754
998.388 0.0779879
998.791 0.0780005
999.194 0.078013
999.597 0.0780256
1000 0.0780382
